area,area_code,proc_code,proc,comm_code,source_code,source,item_code,item,tcf
Burundi,29,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Burundi,29,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Burundi,29,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Burundi,29,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.12
Antarctica,30,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Antarctica,30,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Antarctica,30,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Antarctica,30,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Antarctica,30,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Antarctica,30,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Antarctica,30,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Antarctica,30,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Antarctica,30,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Bouvet Island,31,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Bouvet Island,31,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Bouvet Island,31,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Bouvet Island,31,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Bouvet Island,31,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Bouvet Island,31,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Bouvet Island,31,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Bouvet Island,31,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Bouvet Island,31,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cameroon,32,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cameroon,32,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Cameroon,32,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Cameroon,32,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cameroon,32,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cameroon,32,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.083
Cameroon,32,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Cameroon,32,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Cameroon,32,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Canada,33,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Canada,33,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Canada,33,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Canada,33,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Canada,33,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Canada,33,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Canada,33,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Canada,33,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Canada,33,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Canton and Enderbury Islands,34,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Canton and Enderbury Islands,34,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Canton and Enderbury Islands,34,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Canton and Enderbury Islands,34,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Canton and Enderbury Islands,34,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Canton and Enderbury Islands,34,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Canton and Enderbury Islands,34,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Canton and Enderbury Islands,34,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Canton and Enderbury Islands,34,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Cabo Verde,35,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Cabo Verde,35,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Cabo Verde,35,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Cabo Verde,35,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cabo Verde,35,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Cabo Verde,35,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Cabo Verde,35,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cabo Verde,35,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cabo Verde,35,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Cayman Islands,36,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Cayman Islands,36,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Cayman Islands,36,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Cayman Islands,36,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cayman Islands,36,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cayman Islands,36,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Cayman Islands,36,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cayman Islands,36,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Cayman Islands,36,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Central African Republic,37,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Central African Republic,37,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Central African Republic,37,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Central African Republic,37,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Central African Republic,37,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Central African Republic,37,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Central African Republic,37,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Central African Republic,37,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Central African Republic,37,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sri Lanka,38,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Sri Lanka,38,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Sri Lanka,38,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Sri Lanka,38,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.12
Sri Lanka,38,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Sri Lanka,38,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Sri Lanka,38,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Sri Lanka,38,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Sri Lanka,38,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Chad,39,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Chad,39,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Chad,39,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Chad,39,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Chad,39,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Chad,39,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Chad,39,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Chad,39,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Chad,39,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Chile,40,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.69
Chile,40,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Chile,40,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Chile,40,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Chile,40,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.13
Chile,40,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Chile,40,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Chile,40,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Chile,40,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
"China, mainland",41,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.12
"China, mainland",41,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.74
"China, mainland",41,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
"China, mainland",41,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.08
"China, mainland",41,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
"China, mainland",41,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
"China, mainland",41,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
"China, mainland",41,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
"China, mainland",41,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Christmas Island,42,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Christmas Island,42,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Christmas Island,42,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Christmas Island,42,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Christmas Island,42,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Christmas Island,42,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Christmas Island,42,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Christmas Island,42,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Christmas Island,42,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Cocos (Keeling) Islands,43,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cocos (Keeling) Islands,43,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Cocos (Keeling) Islands,43,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cocos (Keeling) Islands,43,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Cocos (Keeling) Islands,43,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Cocos (Keeling) Islands,43,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Cocos (Keeling) Islands,43,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Cocos (Keeling) Islands,43,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cocos (Keeling) Islands,43,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Colombia,44,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Colombia,44,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Colombia,44,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Colombia,44,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.12
Colombia,44,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Colombia,44,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Colombia,44,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Colombia,44,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Colombia,44,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Comoros,45,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Comoros,45,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Comoros,45,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Comoros,45,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Comoros,45,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Comoros,45,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Comoros,45,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Comoros,45,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Comoros,45,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Congo,46,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Congo,46,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Congo,46,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Congo,46,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Congo,46,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Congo,46,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Congo,46,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.093
Congo,46,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Congo,46,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Cook Islands,47,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Cook Islands,47,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.09
Cook Islands,47,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Cook Islands,47,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Cook Islands,47,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.11
Cook Islands,47,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.11
Cook Islands,47,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Cook Islands,47,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Cook Islands,47,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Costa Rica,48,p077,Ricebran Oil extraction,c001,2807,Rice and products,2581,Ricebran Oil,0.14
Costa Rica,48,p064,"Sugar production, non-centrifugal",c015,2536,Sugar cane,2541,Sugar non-centrifugal,0.11
Costa Rica,48,p080,Wine production,c043,2620,Grapes and products (excl wine),2655,Wine,0.7
Costa Rica,48,p125,Coffee extract production,c132,1610,"Coffee, green",23912.02,Coffee extracts,0.38
Costa Rica,48,p128,Coffee substitute production,c135,1610,"Coffee, green",23912.01,Coffee substitutes,0.7
Costa Rica,48,p065,Sugar production,c016,2537,Sugar beet,2542,Sugar (Raw Equivalent),0.14
Costa Rica,48,p065,Sugar production,c015,2536,Sugar cane,2542,Sugar (Raw Equivalent),0.1
Costa Rica,48,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
Costa Rica,48,p124,"Coffee production, decaffeinated or roasted",c131,1610,"Coffee, green",23911,"Coffee, decaffeinated or roasted",0.84
Cuba,49,p078,Maize Germ Oil extraction,c004,2514,Maize and products,2582,Maize Germ Oil,0.45
